_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p_S_,Fpeak,Fint,Rms,Maj,Min,PA,c1,NAME,RA,DEC,APP_MAG,APP_MAG_FLAG,REDSHIFT_FLAG,REDSHIFT,OBJECT_TYPE,LII,BII,POSITION_FLAG,RADIO_DETECT,FLUX_6_CM,REF_FLUX_6_CM,FLUX_20_CM,REF_FLUX_20_CM,BV_COLOR,UB_COLOR,ABS_MAG,REF_CHART,REF_APP_MAG,REF_REDSHIFT,BROAD_TYPE,CLASS,plate,ifudsgn,plateifu,mangaid,versdrp2,versdrp3,verscore,versutil,versprim,platetyp,srvymode,objra,objdec,ifuglon,ifuglat,ifura,ifudec,ebvgal,nexp,exptime,drp3qual,bluesn2,redsn2,harname,frlplug,cartid,designid,cenra,cendec,airmsmin,airmsmed,airmsmax,seemin,seemed,seemax,transmin,transmed,transmax,mjdmin,mjdmed,mjdmax,gfwhm,rfwhm,ifwhm,zfwhm,mngtarg1,mngtarg2,mngtarg3,catidnum,plttarg,manga_tileid,nsa_iauname,ifudesignsize,ifutargetsize,ifudesignwrongsize,z,zmin,zmax,szmin,szmax,ezmin,ezmax,probs,pweight,psweight,psrweight,sweight,srweight,eweight,esweight,esrweight,nsa_field,nsa_run,nsa_camcol,nsa_version,nsa_nsaid,nsa_nsaid_v1b,nsa_z,nsa_zdist,nsa_sersic_absmag,nsa_elpetro_absmag,nsa_elpetro_amivar,nsa_sersic_mass,nsa_elpetro_mass,nsa_elpetro_ba,nsa_elpetro_phi,nsa_extinction,nsa_elpetro_th50_r,nsa_petro_th50,nsa_petro_flux,nsa_petro_flux_ivar,nsa_elpetro_flux,nsa_elpetro_flux_ivar,nsa_sersic_ba,nsa_sersic_n,nsa_sersic_phi,nsa_sersic_th50,nsa_sersic_flux,nsa_sersic_flux_ivar
171.40068,54.38247,J112536.1+542256,FITS,11 25 36.162,+54 22 56.89,0.016,1.15,1.53,0.15,4.84,0.0,177.5,g,MARK   40,171.4004,54.3822,16.47,V,,0.02,S1.0,147.0294,58.5456,O,Y,0.0,0,2.0,2530,0.59,-0.01,-17.5,1451,2067,1703,AGN,"  SEYFERT TYPE 1",9000,1901,9000-1901,1-614567,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,171.400653635,54.3825744827,147.028933016,58.5455521743,171.40065,54.382574,0.014104,12,10801.0,0,20.4563,53.4503,ma032,29,1,9595,170.97943,53.242718,1.0756,1.09336,1.13359,1.23092,1.33489,1.48885,0.860904,0.874511,0.889528,57839,57846,57846,2.39113,2.39883,2.40854,2.41559,1552,0,0,1,plateTargets-1.par,7149,J112536.89+542256.0,19,19,0,0.0206863,0.0190568,0.026264,0.0382606,0.0424863,0.0170394,0.0267359,0.67973,1.72988,0.70083,0.757399,-999.0,-999.0,1.36842,0.633083,0.678886,104,3103,4,v1_0_1,659948,-999,0.0206863,0.0210246,"(-16.7362, -17.771, -17.6828, -18.6138, -19.3572, -19.5573, -20.0146)","(-16.1518, -17.2905, -17.0647, -18.281, -19.025, -19.2676, -19.5764)","(117.547, 603.805, 353.773, 2465.71, 2462.26, 2324.95, 1051.78)",4.78418E9,3.48792E9,0.738313,148.908,"(0.11641, 0.114865, 0.0723875, 0.053262, 0.0386301, 0.029292, 0.0207684)",2.36301,2.08997,"(52.7858, 152.698, 147.726, 467.259, 912.327, 1214.47, 1612.38)","(0.0512704, 0.838702, 0.167449, 0.937833, 0.044052, 0.0236204, 0.00807766)","(64.4809, 183.744, 140.044, 473.269, 924.7, 1222.24, 1644.12)","(0.0410471, 0.62167, 0.183996, 0.946153, 0.224894, 0.0262021, 0.00858955)",0.473032,6.0,158.342,3.39475,"(110.663, 286.653, 249.936, 644.898, 1254.75, 1595.24, 2459.22)","(0.0141314, 0.20394, 0.147671, 0.304052, 0.115954, 0.0695537, 0.00856799)"
217.62996,52.70717,J143031.1+524225,FITS,14 30 31.189,+52 42 25.81,0.014,4.19,4.51,0.143,1.95,0.81,117.4,g,SBS 1428+529,217.6304,52.7067,16.96,V,,0.045,S2,93.8884,58.4715,O,Y,0.0,0,5.0,2530,0.96,0.44,-18.5,484,50,1608,AGN,"  SEYFERT TYPE 2",8547,12701,8547-12701,1-593159,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,217.629970676,52.7071590288,93.8894603356,58.4714512388,217.62996,52.70718,0.0114932,9,8100.79,0,26.7124,44.6324,ma109,22,5,8992,217.62039,53.125378,1.06377,1.07117,1.11449,1.39222,1.52358,1.78262,0.803126,0.939618,0.954468,57462,57462,57462,2.57558,2.5469,2.51796,2.49322,1040,0,4,1,plateTargets-1.par,6303,J143031.99+524229.0,127,61,0,0.0448811,0.0296441,0.0471339,0.0690788,0.0759796,0.0296441,0.0471339,0.67973,0.250161,0.120016,0.128404,-999.0,-999.0,0.25045,0.120083,0.12848,122,3705,3,v1_0_1,631839,-999,0.0448811,0.0452977,"(-15.7159, -16.8112, -19.1656, -20.7802, -21.5737, -21.9951, -22.2883)","(-16.8643, -17.6963, -19.2274, -20.673, -21.3707, -21.7036, -21.9335)","(7.81266, 158.451, 259.959, 2266.08, 2073.72, 1674.68, 1045.32)",5.81756E10,4.2581E10,0.619515,164.365,"(0.0968519, 0.0955668, 0.0602258, 0.0443135, 0.0321399, 0.0243707, 0.0172791)",6.03608,5.29076,"(15.4217, 26.1114, 214.487, 837.828, 1645.7, 2412.99, 2997.67)","(0.014248, 0.0906921, 0.0217585, 0.0396658, 0.00526217, 0.00302356, 0.00230664)","(26.3722, 54.6217, 198.693, 839.54, 1651.05, 2404.12, 3007.17)","(0.0134097, 0.0838679, 0.0221715, 0.040506, 0.00525921, 0.00103463, 0.00230115)",0.47447,3.87907,164.296,8.56949,"(8.54832, 22.567, 182.529, 908.928, 1974.82, 3088.68, 4110.31)","(0.0810227, 0.190164, 0.169697, 0.174647, 0.0411756, 0.0223002, 0.00516457)"
206.67007,52.476986,J134640.8+522837,FITS,13 46 40.819,+52 28 37.15,0.48,1.06,1.22,0.143,6.67,0.0,157.2,g,NPM1G+52.0197,206.67,52.4767,16.0,V,,0.03,S2,104.4955,62.6292,O,Y,0.0,0,1.0,2530,0.0,0.0,-19.5,0,0,394,AGN,"  SEYFERT TYPE 2",9884,3704,9884-3704,1-196637,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,206.669999461,52.4768142281,104.495777361,62.6291392638,206.67001,52.47691,0.0115828,9,8100.7,0,22.145,39.5839,ma153,37,6,10433,206.02287,52.76778,1.07553,1.0913,1.19451,1.26313,1.38937,1.54383,0.750423,0.923009,0.949347,58158,58158,58159,2.47975,2.45864,2.43563,2.40191,1040,0,16,1,plateTargets-1.par,7082,J134640.79+522836.5,37,37,0,0.0291777,0.0246196,0.0325027,0.0488417,0.0534487,0.0183224,0.0389989,0.67973,1.00322,0.405493,0.438279,-999.0,-999.0,0.367521,0.238648,0.249639,37,3180,2,v1_0_1,208022,-999,0.0291777,0.0295353,"(-13.3646, -15.1463, -18.0915, -19.7097, -20.5095, -20.8533, -21.142)","(-13.8829, -15.6171, -18.0258, -19.5701, -20.3249, -20.6734, -20.9672)","(0.0, 0.0, 322.169, 2459.18, 2445.61, 2482.44, 1081.45)",2.19286E10,1.67913E10,0.668641,140.22,"(0.0966614, 0.0953788, 0.0601073, 0.0442264, 0.0320767, 0.0243228, 0.0172451)",4.16624,3.56475,"(0.0, 0.0, 162.533, 748.248, 1534.56, 2224.52, 2956.9)","(0.0, 0.0, 0.00344345, 0.323921, 0.0532901, 0.0827839, 0.00530134)","(0.0, 0.0, 162.32, 750.917, 1545.11, 2230.68, 2979.03)","(0.0, 0.0, 0.0740788, 0.314876, 0.055501, 0.0837143, 0.00538101)",0.53453,4.57824,140.914,5.64537,"(0.0, 0.0, 174.981, 845.949, 1849.31, 2626.44, 3510.85)","(0.158179, 0.158179, 0.201159, 0.196539, 0.0649697, 0.0333649, 0.00686505)"
126.015366,51.90415,J082403.6+515414,FITS,08 24 03.688,+51 54 14.94,0.17,1.39,0.69,0.151,0.0,0.0,33.1,g,SDSS J08240+5154,126.0154,51.9044,17.69,V,,0.031,S2,166.8176,35.084,O,Y,0.0,0,1.0,2530,0.68,0.49,-17.2,0,3,951,AGN,"  SEYFERT TYPE 2",10493,3704,10493-3704,1-46056,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,126.015363581,51.9043309231,166.817769708,35.0840420912,126.01531,51.904354,0.0452708,12,10801.0,0,21.4775,56.3455,ma117,37,5,11025,123.62676,51.948589,1.06087,1.08994,1.1165,1.30353,1.46201,1.83935,0.861686,0.896637,0.908971,58159,58171,58172,2.58559,2.52071,2.51491,2.52423,4672,0,4,1,plateTargets-1.par,6067,J082403.68+515415.5,37,19,0,0.0314512,0.0194454,0.0265425,0.0388271,0.0430478,0.015761,0.0330516,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.604588,0.396268,0.414078,156,1350,5,v1_0_1,49036,-999,0.0314512,0.0317733,"(-14.1231, -14.6363, -16.9095, -18.4668, -19.1975, -19.5022, -19.795)","(-14.5394, -15.3233, -16.917, -18.3449, -19.027, -19.3666, -19.6084)","(0.686759, 33.2873, 258.192, 2083.44, 2433.06, 2418.02, 989.334)",6.42405E9,5.38986E9,0.910337,51.7926,"(0.378383, 0.373362, 0.235291, 0.173125, 0.125565, 0.0952119, 0.0675064)",2.50665,2.48563,"(2.84368, 4.23421, 49.165, 187.555, 375.258, 545.366, 706.998)","(0.0380958, 0.53464, 0.411098, 0.418917, 0.734393, 0.282843, 0.020172)","(4.94339, 9.79196, 44.4067, 185.129, 374.897, 540.882, 706.833)","(0.0331651, 0.432273, 0.435364, 0.430081, 0.76217, 0.29711, 0.0212986)",0.762712,3.69457,41.4706,2.74613,"(3.34968, 5.07661, 43.3873, 205.773, 437.622, 612.602, 839.318)","(0.0751714, 0.638889, 1.54366, 2.74542, 0.940691, 0.447682, 0.0586251)"
183.26448,51.64834,J121303.4+513854,FITS,12 13 03.476,+51 38 54.02,0.014,4.08,8.2,0.142,6.6,4.26,156.9,g,SDSS J12130+5138,183.2642,51.6486,16.52,V,,0.085,S1,136.7986,64.4339,O,Y,0.0,0,8.0,1858,0.5,0.21,-20.8,0,873,873,AGN,"  SEYFERT TYPE 1",10508,6103,10508-6103,1-150947,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,183.263994977,51.6485972672,136.79895753,64.4340114664,183.26399,51.648597,0.026669,9,8100.76,0,21.205,44.7192,ma073,28,3,11040,182.51285,51.982616,1.06618,1.09334,1.14684,1.60694,1.95207,2.25136,0.794722,0.934435,0.967122,58187,58191,58197,2.77932,2.71666,2.6677,2.63432,4288,0,0,1,plateTargets-1.par,7102,J121303.34+513854.9,61,61,0,0.0849356,0.0387634,0.0725139,0.104002,0.115599,0.0332918,0.0971927,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.0231471,0.0168748,0.0174656,413,2830,2,v1_0_1,159665,-999,0.0849356,0.0851967,"(-18.7457, -19.4895, -20.5102, -21.5449, -22.1672, -22.4858, -22.6994)","(-18.6293, -19.2231, -20.3421, -21.5085, -22.1123, -22.3609, -22.6133)","(379.372, 576.23, 253.234, 2301.71, 1958.6, 2416.07, 985.791)",5.9536E10,5.79687E10,0.817568,113.473,"(0.220486, 0.217561, 0.137106, 0.100881, 0.0731675, 0.0554807, 0.0393365)",6.56404,4.96797,"(26.3769, 49.8636, 147.996, 445.725, 794.87, 1232.1, 1464.78)","(1.24768, 3.53552, 0.0422955, 0.166001, 0.0208954, 0.0701902, 0.00589471)","(32.722, 53.6376, 130.047, 445.28, 794.293, 1195.95, 1437.81)","(1.06276, 3.02574, 0.0481064, 0.172534, 0.0168987, 0.0593119, 0.00498388)",0.458359,1.8098,115.254,8.85188,"(35.5215, 66.8099, 158.316, 467.423, 836.333, 1308.56, 1536.81)","(0.627294, 1.56064, 0.312576, 1.10389, 0.0978593, 0.179507, 0.0262693)"
226.93762,51.45286,J150745.0+512710,FITS,15 07 45.028,+51 27 10.30,0.014,2.02,3.04,0.134,5.02,2.45,141.4,g,MARK  845,226.9379,51.4531,16.93,V,,0.042,S1.0,85.7732,54.6848,O,Y,0.0,0,3.0,2530,0.59,0.16,-18.7,1459,2067,1713,AGN,"  SEYFERT TYPE 1",8593,12705,8593-12705,1-631871,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,226.937460956,51.4528317589,85.7730855537,54.6852919813,226.93746,51.452832,0.0231822,9,8100.54,0,24.9151,43.2671,ma075,36,3,9025,226.31412,52.393826,1.06087,1.10925,1.21763,1.5078,1.66779,1.94566,0.837779,0.851121,0.863489,58283,58283,58283,2.77791,2.73375,2.70111,2.66784,1040,0,0,1,plateTargets-1.par,6305,J150744.40+512703.0,127,91,127,0.0459164,0.0310697,0.0520253,0.0757339,0.0835073,0.0296792,0.0522905,0.67973,0.17818,0.0872919,0.093265,-999.0,-999.0,0.169162,0.08507,0.0907331,115,3225,2,v1_0_1,684007,-999,0.0459164,0.0463707,"(-18.0065, -18.6405, -19.8439, -21.1115, -21.8221, -22.2229, -22.5043)","(-17.6401, -18.3431, -19.4514, -20.7605, -21.4863, -21.8805, -22.1417)","(30.9472, 289.427, 274.707, 2452.81, 2472.23, 2393.18, 997.215)",6.47223E10,4.93216E10,0.458706,148.439,"(0.200734, 0.19807, 0.124823, 0.0918436, 0.0666126, 0.0505103, 0.0358125)",7.84594,6.21023,"(38.3465, 61.9266, 261.309, 855.399, 1735.86, 2729.69, 3380.55)","(0.0120821, 0.0698028, 0.0111234, 0.133227, 0.0594489, 0.00445093, 8.58007E-4)","(47.0004, 85.9026, 227.618, 830.799, 1697.32, 2589.41, 3371.8)","(0.0173749, 0.086113, 0.0199544, 0.221936, 0.0910817, 0.00984725, 0.0010087)",0.352266,3.55369,147.003,12.1755,"(65.056, 111.837, 324.755, 1153.32, 2301.03, 3552.85, 4696.01)","(0.0195049, 0.0353242, 0.0578579, 0.114083, 0.0468252, 0.0191849, 0.00414302)"
131.81464,51.24567,J084715.5+511444,FITS,08 47 15.512,+51 14 44.41,0.632,1.11,1.12,0.151,2.51,0.0,4.0,g,SDSS J08472+5114,131.815,51.2456,15.11,R,,0.028,S3,167.5103,38.705,O,Y,0.0,0,2.0,483,0.0,0.0,-19.7,0,0,1232,AGN,"           LINER",8244,3702,8244-3702,1-47608,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,131.815007291,51.2458059073,167.510036912,38.7050704242,131.81501,51.245806,0.0258441,12,10801.1,0,34.7727,64.0798,ma036,27,1,8792,132.29901,51.54314,1.05429,1.09371,1.22543,1.53913,1.84394,2.02147,0.883218,0.911511,0.922176,57046,57046,57046,2.80651,2.78217,2.74677,2.714,1168,0,0,1,plateTargets-1.par,6102,J084715.58+511444.9,37,37,0,0.0275416,0.021571,0.0283433,0.0422179,0.0464663,0.0214484,0.0288703,0.67973,1.52439,0.594784,0.6441,-999.0,-999.0,1.3691,0.569576,0.614642,161,1345,2,v1_0_1,50658,-999,0.0275416,0.0278306,"(-16.6187, -17.1218, -18.2078, -19.1528, -19.6376, -19.8914, -20.0718)","(-16.3857, -16.7923, -17.9611, -19.1268, -19.6518, -19.907, -20.0719)","(27.1535, 599.156, 307.643, 2305.82, 2438.96, 766.148, 802.364)",6.92065E9,6.89018E9,0.79957,13.9115,"(0.218782, 0.215879, 0.136046, 0.100101, 0.0726019, 0.0550518, 0.0390324)",5.0624,4.71857,"(34.5619, 54.549, 179.897, 558.867, 929.699, 1272.21, 1431.08)","(0.0218033, 5.77276, 0.0544978, 0.105534, 0.135521, 8.41638E-4, 0.0014531)","(40.7974, 58.3442, 168.142, 549.917, 916.505, 1230.26, 1470.34)","(0.0201048, 5.01783, 0.0555561, 0.115721, 0.14018, 8.60394E-4, 0.00157448)",0.752792,0.98268,16.6445,5.21164,"(50.4815, 78.0758, 216.69, 565.796, 922.281, 1208.23, 1475.4)","(0.0356967, 2.66658, 0.188967, 0.705491, 0.310956, 0.0208848, 0.0185859)"
119.920746,50.839977,J075940.9+505023,FITS,07 59 40.979,+50 50 23.92,0.014,45.55,47.6,0.146,1.15,1.14,90.0,g,SBS 0755+509,119.9204,50.8397,16.59,V,,0.054,S2,167.842,31.2285,O,Y,18.0,883,48.0,2530,0.06,0.33,-20.2,0,1889,1889,AGN,"  SEYFERT TYPE 2",8715,3702,8715-3702,1-604907,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,119.920672417,50.8399725276,167.841806058,31.2287711741,119.92067,50.839973,0.0414848,12,10801.1,0,28.4948,54.4006,ma128,27,6,9120,120.18686,50.917477,1.0519,1.06356,1.09423,1.46491,1.7354,2.17251,0.864914,0.875942,0.903813,57372,57373,57373,2.62048,2.59705,2.58209,2.56661,2080,0,0,1,plateTargets-1.par,6051,J075941.30+505022.9,37,37,0,0.0543641,0.0259155,0.0352945,0.0528583,0.0578307,0.0253464,0.0358366,0.614067,-999.0,0.322397,0.354364,0.574445,0.684464,-999.0,0.306493,0.335244,121,4204,6,v1_0_1,646982,-999,0.0543641,0.0546972,"(-17.5717, -17.8372, -19.5681, -20.8862, -20.9426, -21.3896, -21.3307)","(-17.0718, -17.4003, -19.301, -20.3493, -20.6921, -20.9855, -21.1161)","(375.982, 536.77, 353.048, 2457.6, 2448.05, 2441.81, 1008.46)",9.77869E9,1.43667E10,0.881812,158.262,"(0.344079, 0.339513, 0.21396, 0.15743, 0.114181, 0.0865801, 0.0613864)",2.50961,2.4531,"(12.8109, 18.8249, 125.382, 384.348, 531.739, 869.446, 902.634)","(4.75706, 11.0081, 0.0619135, 0.55, 0.487874, 0.174239, 0.0147792)","(16.6532, 22.5275, 118.141, 389.567, 537.384, 855.291, 936.425)","(4.01114, 8.83231, 0.254034, 1.12566, 0.480931, 0.169045, 0.0146745)",0.820539,6.0,178.81,2.84422,"(25.0875, 33.4856, 147.644, 654.799, 656.336, 1297.12, 1134.97)","(1.28938, 3.50359, 0.609735, 0.448382, 0.435477, 0.126033, 0.0459309)"
184.0296,50.82501,J121607.1+504930,FITS,12 16 07.104,+50 49 30.03,0.014,6.52,7.94,0.136,3.14,1.78,32.2,g,MARK 1469,184.0296,50.825,16.62,V,,0.031,S1.8,136.3864,65.3706,O,Y,0.0,0,8.0,2530,0.58,0.23,-18.3,1469,3,548,AGN,"  SEYFERT TYPE 2",11833,3702,11833-3702,1-175853,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,184.029549374,50.8250615393,136.386507962,65.3706730136,184.02955,50.825062,0.0256402,9,8100.77,2,13.1491,31.2112,ma128,27,6,12048,185.86848,50.646267,1.05182,1.067,1.13349,1.30938,1.5834,1.85745,0.497533,0.706985,0.858117,58583,58585,58585,2.49544,2.48476,2.47473,2.46393,1040,0,0,1,plateTargets-1.par,7088,J121607.08+504930.1,37,37,0,0.031038137,0.025323179,0.0339211,0.05090549,0.055690154,0.02273313,0.03637345,0.67973006,0.85726744,0.35521302,0.38309333,-999.0,-999.0,0.5380602,0.28512424,0.30281365,318,2964,5,v1_0_1,185816,-999,0.031038137,0.031287104,"(-16.921019, -17.694336, -18.750158, -20.013723, -20.75268, -21.068087, -21.457706)","(-16.332796, -17.125875, -18.268719, -19.68526, -20.48261, -20.84486, -21.154692)","(360.5978, 578.0709, 346.20465, 2465.0828, 2479.488, 2471.594, 987.4665)",1.8542526E10,1.6088103E10,0.5748632,76.93043,"(0.21356905, 0.2107352, 0.1328044, 0.09771621, 0.07087194, 0.05374005, 0.038102366)",5.007681,3.997014,"(27.095684, 55.66993, 173.8627, 689.57605, 1434.1075, 2177.533, 2896.045)","(1.2668473, 2.7588727, 0.10768769, 0.4164026, 0.16334285, 0.051699594, 0.0015961223)","(30.153797, 62.42499, 167.76917, 715.61346, 1492.1106, 2249.511, 3040.4873)","(1.1051033, 2.328902, 0.10781343, 0.40628684, 0.16000949, 0.050674193, 0.0011315318)",0.35002008,4.4159975,74.33365,8.845154,"(51.886665, 105.20527, 264.34073, 977.1195, 1913.593, 2771.1316, 4020.975)","(0.31174317, 0.645893, 0.16004951, 0.17859556, 0.06572107, 0.030682553, 0.006624331)"
243.58177,50.465614,J161419.6+502756,FITS,16 14 19.626,+50 27 56.21,0.014,78.84,81.4,0.138,1.03,0.91,0.0,g,SDSS J16143+5027,243.5821,50.4656,17.05,V,,0.06,S2,78.502,45.261,O,Y,87.0,883,81.0,2530,0.77,0.82,-19.2,0,3,951,AGN,"  SEYFERT TYPE 2",8482,12704,8482-12704,1-92866,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,243.581821279,50.4656106608,78.5020166309,45.2613039431,243.58182,50.465611,0.0197926,9,8100.74,0,20.3105,39.9213,ma042,34,1,8977,243.64273,49.392689,1.04961,1.05098,1.06024,1.14154,1.39544,2.09916,0.453789,0.863037,0.921741,57110,57156,57160,2.46195,2.44588,2.44015,2.42512,1040,0,0,1,plateTargets-1.par,6300,J161419.62+502756.2,127,127,0,0.0602584,0.0466867,0.086922,0.124303,0.138667,0.0372006,0.100028,0.67973,0.0365428,0.018077,0.0193016,-999.0,-999.0,0.0215309,0.0134411,0.0141066,159,2206,2,v1_0_1,98275,-999,0.0602584,0.0608119,"(-15.8142, -17.0026, -19.9084, -21.7212, -22.5514, -22.9691, -23.2351)","(-17.7386, -17.3536, -19.8974, -21.4571, -22.2106, -22.5783, -22.7846)","(277.513, 345.626, 84.8107, 2277.49, 2018.74, 2446.61, 958.835)",1.53183E11,1.10888E11,0.828654,87.2895,"(0.166418, 0.16421, 0.103484, 0.0761427, 0.055225, 0.0418754, 0.0296902)",9.67124,9.92901,"(4.70356, 10.0792, 244.841, 885.044, 2025.79, 3133.75, 3623.51)","(0.526121, 2.24939, 0.00217796, 0.0385621, 0.00278827, 0.0150827, 5.13703E-4)","(32.1054, 19.3666, 184.831, 849.055, 1910.88, 2815.93, 3532.87)","(0.570844, 2.43019, 0.00371397, 0.0418427, 0.00338548, 0.0170316, 6.60793E-4)",0.756438,6.0,87.6125,17.2356,"(5.13161, 11.9464, 179.747, 1073.19, 2555.71, 3981.14, 5229.2)","(1.74535, 3.3237, 0.0682772, 0.0979606, 0.0322448, 0.0187876, 0.00274953)"
244.39604,50.24459,J161735.0+501440,FITS,16 17 35.050,+50 14 40.52,0.014,4.6,6.75,0.135,4.18,3.17,166.2,g,SBS 1616+503,244.3963,50.2442,15.48,V,,0.043,S?,78.0501,44.7953,O,Y,0.0,0,7.0,2530,0.82,0.0,-20.0,0,411,2203,AGN,"         SEYFERT",8562,6101,8562-6101,31-2,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,244.395843506,50.244556427,78.0506752985,44.7956300052,244.39584,50.244556,0.0258723,9,8100.78,0,24.1824,48.2591,ma101,21,5,9006,242.94878,51.399464,1.04833,1.06151,1.1417,1.42777,1.81043,2.09485,0.85142,0.890172,0.940301,58611,58611,58611,2.64506,2.62741,2.62973,2.63826,16384,0,0,31,plateTargets-31.par,6294,-9999,61,-999,0,0.0416875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999.0,-9999.0,"(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)","(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)","(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)",-9999.0,-9999.0,-9999.0,-9999.0,"(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)",-9999.0,-9999.0,"(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)","(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)","(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)","(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)",-9999.0,-9999.0,-9999.0,-9999.0,"(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)","(-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0)"
117.96625,49.814552,J075151.8+494852,FITS,07 51 51.899,+49 48 52.39,0.014,1.5,2.42,0.14,7.07,0.0,139.4,g,MCG +08.15.009,117.9658,49.8142,16.75,V,,0.024,S1.9,168.8542,29.8688,O,Y,0.0,0,2.0,2530,0.82,0.25,-17.5,2313,50,2313,AGN,"  SEYFERT TYPE 2",8710,6102,8710-6102,1-378688,v3_1_1,v3_1_1,v1_9_1,v5_5_36,v2_9,APOGEE-2&MaNGA,MaNGA dither,117.96620728,49.814311338,168.854150681,29.8691735678,117.96621,49.814311,0.06634,12,10801.2,0,24.6039,61.0306,ma102,24,5,9115,117.93005,50.242386,1.04593,1.07304,1.1869,1.31725,1.51175,1.72996,0.892114,0.920372,0.948973,58538,58538,58538,2.46813,2.46723,2.45635,2.44021,4160,0,0,1,plateTargets-1.par,6040,J075151.88+494851.5,61,61,0,0.0243887,0.0248205,0.0328854,0.0494044,0.0540575,0.0240636,0.0346274,0.67973,-999.0,-999.0,-999.0,-999.0,-999.0,0.707555,0.34122,0.364944,96,4264,2,v1_0_1,400634,-999,0.0243887,0.024716,"(-16.4318, -16.8218, -18.4451, -19.8425, -20.5441, -20.8757, -21.101)","(-15.7309, -16.255, -18.3367, -19.6824, -20.3455, -20.7227, -20.9082)","(2.67101, 435.291, 253.345, 2422.29, 2461.39, 1422.5, 954.452)",2.24308E10,1.83148E10,0.865052,74.0702,"(0.548084, 0.540811, 0.340817, 0.25077, 0.181879, 0.137913, 0.0977824)",6.13351,6.00061,"(18.1971, 30.1526, 285.521, 993.795, 2038.68, 3144.57, 3615.58)","(0.0080193, 1.7848, 0.0104837, 0.101514, 0.0395399, 3.69558E-4, 6.04004E-4)","(20.3957, 31.917, 253.633, 1000.62, 2027.53, 3041.09, 3820.83)","(0.00760166, 1.6595, 0.0126624, 0.0917468, 0.0457004, 4.20696E-4, 5.46624E-4)",0.749678,5.67277,81.442,9.31032,"(40.4336, 56.2204, 281.399, 1157.55, 2429.84, 3498.39, 4558.94)","(0.0224782, 0.757271, 0.0894351, 0.129753, 0.0368564, 0.0184126, 0.00494482)"
