RA,DEC,PLATEIFU,LOG_MASS,Z,GZ2_CLASS,ELLIP,LOG_OI_HA_CEN_2.5_ARCSEC,LOG_OIII_HB_CEN_2.5_ARCSEC,LOG_NII_HA_CEN_2.5_ARCSEC,LOG_SII_HA_CEN_2.5_ARCSEC,EDGE_ON,FACE_ON,OIII_LUM,LOGSFRSED,LOGSFRSEDERR,GLOBAL_AV,GLOBAL_AV_ERR,AV_MEAN_CEN,AV_MEAN_OUTER,AV_MEAN_CEN_ERR,AV_MEAN_OUTER_ERR,SF_AV,LINER_AV,COMP_AV,AGN_AV,SEYFERT_AV,SF_ERR,LINER_ERR,COMP_ERR,AGN_ERR,SEYFERT_ERR,EWHA_MEAN_CEN,EWHA_MEAN_OUTER,EWHA_MEAN_CEN_ERR,EWHA_MEAN_OUTER_ERR,SEYFERT_CEN,LINER_CEN,SEYFERT_OUTER,LINER_OUTER,OIII_MEAN_CEN,OIII_MEAN_OUTER,OIII_MEAN_CEN_ERR,OIII_MEAN_OUTER_ERR,DUST_OIII_MEAN_CEN,DUST_OIII_MEAN_OUTER,DUST_OIII_MEAN_CEN_ERR,DUST_OIII_MEAN_OUTER_ERR,DN_MEAN_CEN,DN_MEAN_OUTER,DN_MEAN_CEN_ERR,DN_MEAN_OUTER_ERR,OIII_OII_MEAN_CEN,OIII_OII_MEAN_OUTER,OIII_OII_MEAN_CEN_ERR,OIII_OII_MEAN_OUTER_ERR,OIII_HB_MEAN_CEN,OIII_HB_MEAN_OUTER,OIII_HB_MEAN_CEN_ERR,OIII_HB_MEAN_OUTER_ERR,NII_HA_MEAN_CEN,NII_HA_MEAN_OUTER,NII_HA_MEAN_CEN_ERR,NII_HA_MEAN_OUTER_ERR,SII_HA_MEAN_CEN,SII_HA_MEAN_OUTER,SII_HA_MEAN_CEN_ERR,SII_HA_MEAN_OUTER_ERR,OI_HA_MEAN_CEN,OI_HA_MEAN_OUTER,OI_HA_MEAN_CEN_ERR,OI_HA_MEAN_OUTER_ERR
196.5462092,27.70014939,9875-12705,10.44920865,0.0223724,Ei,0.790871691,-0.120432888,0.059003962,-0.019306671,0.048942963,0.38,0.63,1.45446954,-1.932,0.586,-4.949243444,0.090657486,-4.453549905,-5.410562337,2.187890551,2.899386674,,,,,,,,,,,0.303408083,0.255152366,0.025653395,0.13077479,,,,,1.379252915,1.015660351,0.093625827,0.318885251,2.944046996,2.41595478,0.027649933,0.020127213,1.828703071,1.712847032,0.079449225,0.165694138,0.126675584,-0.07691598,0.058410925,0.103259202,-0.046370921,-0.105227883,0.019611787,0.040349591,-0.028665254,0.255213723,0.359617016,0.169954824,-0.11830375,-0.021283312,0.198874333,0.169007868,-0.362740221,-0.377269129,0.335684863,0.265548675
38.20894511,-0.353291251,10226-1901,9.463756621,0.020363,Ser,0.895325226,-2.143897848,0.340001806,-0.889338394,-0.54055168,0.97,0.03,4.557928623,-0.843,0.055,0.116459475,0.022845273,0.265467246,-0.481612811,0.7756323,1.322895749,0.573073526,,,,,0.026089446,,,,,41.99622017,44.81398808,1.356125465,3.356925889,,,,,3.761064835,3.105858383,0.044477183,0.119062448,3.622419011,3.136879761,0.036547816,0.080778114,1.299342273,1.423278574,0.173642456,0.370134307,-0.01222977,-0.050993845,0.012521338,0.03989531,0.237863678,0.142267888,0.008885502,0.027063752,-0.834983384,-0.738704587,0.15498816,0.300370382,-0.652257104,-0.602376866,0.119318264,0.153530188,-1.589799023,-1.418621048,0.283839258,0.352222651
122.5246744,25.2888192,10221-3702,10.95056589,0.0555351,Er,0.350173115,-0.823892029,0.352113903,0.216284103,0.025070689,0,1,3.256029403,-2.175,0.554,-2.643611649,0.067753609,-0.940621677,-2.495019715,2.049324723,1.91842617,,-2.427442768,,-1.962796364,,,0.301344403,,0.413593143,,0.638734054,0.647911679,0.013874967,0.017314861,,TRUE,,TRUE,3.708986802,2.769308988,0.151778427,0.112772274,4.021216936,3.504977166,0.018898481,0.019064421,1.853590811,1.771163235,0.020208263,0.04681318,0.463530886,0.394143377,0.038982754,0.030830572,0.330394226,0.243496136,0.042137247,0.02958909,0.134958856,0.046782994,0.110484563,0.147440408,-0.213297661,-0.165408797,0.153319266,0.276079827,-1.029912621,-0.502744094,0.164908981,0.333304275
228.2599252,7.292969814,11969-6102,11.03310895,0.031877123,Sb(r),0.667495423,,0.222197223,0.047912629,0.017460992,0.07,0.93,4.858739396,0.17,0.23,0.573968249,0.012406186,0.927939386,0.458414429,0.328764799,0.985067046,0.931143333,0.243161221,1.021283811,0.415705106,,0.064756676,0.059514158,0.045832489,0.051751924,,3.584475041,3.375850384,0.149177168,0.067851563,,TRUE,,TRUE,4.408231205,3.386058796,0.027850706,0.019393973,4.028074055,3.179900621,0.024720621,0.011046184,1.727868264,1.625109406,0.068361675,0.059442197,-0.049060014,-0.201383141,0.013229851,0.009894365,0.053428686,-0.046523953,0.012840318,0.00983162,-0.010696355,-0.11057825,0.113498192,0.11675108,-0.445051128,-0.484542934,0.121668118,0.155350004,-1.559789388,-1.349261871,0.191077879,0.417394888
200.0615149,30.98779478,12620-6103,10.90454906,0.023946244,Ei,0.694994036,-0.885227558,0.68658843,0.25287273,0.258419755,0.13,0.88,4.244711149,-0.509,0.149,-0.079503881,0.023341084,-0.877080895,0.126707751,1.218674194,1.395782963,0.670394946,-0.85093586,0.767974696,-0.854668516,,0.071590144,0.097986006,0.209751024,0.094010408,,1.467707272,4.220479909,0.031897246,0.061425686,,TRUE,,TRUE,3.232833677,3.041226154,0.037242129,0.023262074,3.512735076,2.889220755,0.024282751,0.007994905,1.870321784,1.664037147,0.083945827,0.139585756,0.006671046,-0.162568451,0.012738176,0.012065335,0.059226356,-0.197184781,0.014131246,0.009703192,0.093613265,-0.209205266,0.12777601,0.123060457,-0.291370932,-0.586467017,0.156458081,0.211631889,-1.154213271,-1.278115068,0.242047849,0.295101124
132.1853486,4.332037477,10511-6102,11.01793823,0.059716,Ei,0.42622539,-1.050057918,0.367986281,0.099388322,-0.061439645,0.01,0.99,3.465258337,-0.761,0.16,-2.702575335,0.050826246,-1.057471594,-2.227140194,0.352330125,1.37861317,,-1.453890986,,-1.437231255,,,0.121216062,,0.118356594,,1.720966486,1.08886416,0.025352106,0.026333191,,TRUE,,TRUE,3.93774726,2.912169244,0.024849105,0.052154021,4.281392984,3.666346912,0.012756695,0.021216426,1.919811892,1.875217228,0.028880429,0.060607481,0.07773212,-0.043793523,0.010713976,0.019791846,0.099089005,0.048458093,0.008231683,0.015052252,0.077830801,0.112858605,0.025218423,0.107622769,-0.317334217,-0.296859211,0.056228539,0.193214032,-1.231788932,-0.721992515,0.20613899,0.337551852
230.1722745,49.10654248,8596-12702,11.13098842,0.0383337,SBb2m,0.712794441,-1.920493017,0.46783463,-0.135458877,-0.467953964,0.04,0.96,5.414569262,0.252,0.107,0.619663016,0.016126239,1.111853539,0.991992603,0.282025893,0.518121472,1.025487157,-0.034129514,0.990087573,0.942429086,1.419136385,0.014841837,0.582734216,0.032420429,0.231707955,,6.537031011,9.453257381,0.138820557,0.269005103,TRUE,,TRUE,,5.02106521,3.922645928,0.038198702,0.018177109,4.573860182,3.51913749,0.035571729,0.013747046,1.628339101,1.517150769,0.04098263,0.089892751,0.600237485,0.086341687,0.019333507,0.010787852,0.271894299,-0.201731478,0.015036541,0.012988414,-0.165579957,-0.299651896,0.060890029,0.118608447,-0.80084671,-0.791571364,0.073431948,0.101668009,-1.773463182,-1.869726356,0.252993815,0.299395798
194.5904478,28.14877898,11006-12702,10.88132642,0.026277846,Sb(m),0.72780315,,,,,0.05,0.95,1.724063584,-0.74,0.186,-4.503154639,0.046893837,-5.580113116,-4.038293441,2.068427315,1.626985657,,,,,,,,,,,0.273317897,0.641675052,0.010200805,0.026690749,,,,,1.088537745,1.25746808,0.133232198,0.100012302,3.066825821,2.615647057,0.027510627,0.018161153,1.914562034,1.897814544,0.033904179,0.118420066,,-0.14807974,,0.058532591,-0.220971027,-0.173174266,0.036657898,0.029856584,-0.003276319,-0.030133463,0.307213027,0.17766854,-0.089013204,-0.253609636,0.316761039,0.248449822,-0.180581136,-0.327209022,0.274999151,0.277162784
122.5403994,33.87934643,10220-12704,10.37724099,0.0438907,Ei,0.798536041,-2.076454466,-0.4496765,-0.463557243,-0.488250558,0.33,0.67,4.071752023,-0.223,0.153,-0.868497266,0.04140043,1.079690074,0.243213627,0.174240649,0.792651263,0.676407503,,,,,0.02980892,,,,,35.84476232,27.10255,0.856592944,0.481068491,,,,,4.551795734,3.666449018,0.027050405,0.027894624,4.116316243,3.522930326,0.02115086,0.017519182,1.235736812,1.203471172,0.014711757,0.080959273,-0.303593093,-0.286327598,0.00581096,0.007870984,-0.438739859,-0.17720186,0.004732387,0.008684211,-0.450689962,-0.494740019,0.025871727,0.083783375,-0.67976123,-0.593052296,0.032433106,0.086196981,-1.944662312,-1.593701659,0.112193542,0.287649739
174.392849,54.85328024,8995-12701,11.54208326,0.0576247,Er,0.533623743,,0.275028973,-0.423409255,-0.45816441,0,1,2.282255157,-0.795,0.802,-6.307931184,0.082170341,-9.24882025,-7.494868069,2.232760756,2.569811301,,,,,,,,,,,0.196439381,0.296871806,0.032090532,0.029469466,,,,,1.181797527,1.135356432,0.356195602,0.122272426,4.433779229,3.924689508,0.027523706,0.024980465,2.039205135,1.994879657,0.027056094,0.039043232,0.894640881,0.479451952,0.051424329,0.062592537,-0.386047081,-0.263031073,0.034557151,0.022963193,-0.566208749,-0.14189473,0.244445252,0.297715727,0.125489939,0.112916866,0.178195247,0.321418273,-0.424671195,-0.291830216,0.296892565,0.257416288
123.1729683,40.41457446,9486-1902,11.34352293,0.0990185,Ei,0.585000404,,,-0.752348651,-0.79206258,0.14,0.86,2.647239212,-0.8,0.679,-6.072526973,0.09547037,-9.324128002,-5.824319718,1.20146057,2.744992369,,,,,,,,,,,0.2978194,0.480102767,0.051971503,0.079626718,,,,,1.405579387,2.209665253,0.179253608,0.264672662,4.757764295,4.427577012,0.019935106,0.034811484,1.979625385,1.950086842,0.01489088,0.028363184,,0.499817856,,0.215882826,-0.137454844,0.00493041,0.024076674,0.048016019,-0.284732112,-0.247309685,0.253779831,0.351819596,-0.000526101,-0.384501692,0.098957089,0.213691775,-0.626550491,-0.422955946,0,0.304301395
52.33162956,-6.477938226,9189-1901,10.59104386,0.0420144,99,0.555262726,,,,,0.33,0.67,2.182449659,-0.715,0.361,-5.120395428,0.068490482,-5.888558921,-3.910537926,2.661635167,2.06682087,,,,,,,,,,,0.351943608,-2.623704167,0.012946249,0.304778148,,,,,1.678795068,1.921241568,0.116619492,0.11472986,3.772333185,3.262103917,0.017979541,0.015434386,1.888917681,1.83189198,0.038200183,0.164001091,0.400055342,0.001361275,0.037123798,0.028496635,0.098223505,0.150016635,0.027715932,0.02627563,-0.086590764,0.121363144,0.090296902,0.221687575,-0.191840712,0.153946313,0.316407581,0.202581728,-0.117506517,-0.594432987,0.232387541,0
136.2720583,3.851575187,10512-12704,11.14912829,0.0706762,Sc?t,0.830815457,-0.963339727,-0.284358081,-0.514113455,-0.616979668,0.14,0.87,4.36457943,0.513,0.074,0.030462621,0.038315664,-1.438241107,0.528284911,0.969466227,0.84113616,0.704045659,,0.581807398,,,0.037070747,,0.111387827,,,1.5634164,3.704494191,0.065199261,0.141388934,,TRUE,,TRUE,3.733449777,4.023597414,0.062252059,0.020944179,4.215909113,3.790880565,0.014784613,0.019019004,1.872028,1.722797353,0.033002422,0.094767694,0.214377479,0.038496075,0.036985837,0.026036434,0.037894568,-0.103062457,0.010868539,0.017333629,-0.057816863,-0.261487279,0.064758258,0.085733841,-0.769617309,-0.718535276,0.091620979,0.146981123,-1.581279902,-1.640064324,0.085275185,0.185065082
144.5160032,42.97432201,8461-3701,11.11164589,0.0468085,Ei,0.774137076,,,,,0.5,0.5,2.394808296,-0.881,0.372,-5.352409119,0.079419334,-7.015962806,-4.987236135,2.640827082,2.731549982,,,,,,,,,,,0.287661106,0.414016772,0.028039339,0.020642597,,,,,1.671039547,1.87006967,0.139036537,0.135700194,4.153549715,3.485842928,0.028076309,0.014733632,1.892239825,1.848170993,0.023082585,0.03737349,0.192537428,-0.002582272,0.041721045,0.024078533,-0.219117466,0.015798024,0.022142793,0.022601143,0.189076129,0.073025846,0.354079619,0.238636735,-0.001176065,0.009045302,0.316461306,0.345954911,-0.634613568,-0.70958237,0.366522374,0.3901502
121.3701102,37.55785322,10215-3702,11.09356524,0.0337287,99,0.340603578,-1.503953719,0.03785598,-0.200414407,-0.332451333,0.02,0.98,4.812197792,0.33,0.136,1.115854419,0.006255307,1.133535265,1.123575851,0.245603269,0.243047992,1.117643524,,1.09254866,,,0.009700445,,0.047342119,,,7.426291782,16.99304447,0.348128067,0.236481444,,,,,4.458569234,3.925566084,0.011238055,0.009638637,4.0034599,3.473721514,0.016820131,0.008911889,1.63806099,1.39398048,0.098755631,0.052044617,-0.055853199,-0.272425646,0.009764679,0.003976864,-0.292103869,-0.558370083,0.017982404,0.004868095,-0.324422011,-0.408768481,0.089244745,0.032629428,-0.669384464,-0.729604491,0.097953969,0.06840573,-1.833357681,-1.962607553,0.174051495,0.174589442
135.5654,3.16994,10512-12701,11.25406617,0.0510787,Sc4m,0.841016802,-1.202938196,-0.090532514,0.052838318,-0.09748193,0.11,0.89,4.40937086,0.378,0.087,0.770582043,0.033838757,0.469971422,0.992812887,0.680236451,0.889702428,1.171798573,-0.175946087,1.354079474,0.146348247,,0.020407484,0.180074755,0.099567299,0.151759898,,2.554244889,6.050019274,0.082010079,0.220923174,,TRUE,,TRUE,4.107675693,3.823371863,0.039377286,0.018974927,3.894475678,3.419564382,0.014684184,0.012084699,1.834030667,1.618518831,0.041328552,0.08065959,0.059662851,-0.256080899,0.015608121,0.022112095,0.014103552,-0.343925899,0.015379844,0.017818641,0.055708816,-0.289577634,0.081815094,0.138873129,-0.490335668,-0.730444685,0.090095645,0.127457261,-1.488212693,-1.612801797,0.211629474,0.399920209
128.1373273,29.93811865,11746-3704,10.60865653,0.029980225,Sb2t,0.710391929,-1.887260869,-0.154410033,-0.193835147,-0.430633527,0.16,0.84,4.470633868,0.013,0.151,0.888291926,0.015346067,1.420085583,0.768153884,0.211119461,0.750916985,1.009633583,,1.216080063,,,0.018075586,,0.035677274,,,9.703303431,11.76878591,0.258374225,0.197381272,,,,,4.186307047,3.407561938,0.023085118,0.014470396,3.626732721,3.069692692,0.019486645,0.00837124,1.512431168,1.40043314,0.074314281,0.078467686,-0.161791423,-0.215278003,0.005382318,0.006175326,-0.327684329,-0.328252394,0.012273365,0.008497545,-0.275277806,-0.339104313,0.078623931,0.075395807,-0.688723652,-0.603016281,0.072912578,0.129472968,-1.992625006,-1.833689771,0.162964414,0.209300018
42.73942997,0.369408313,8078-6104,10.49869128,0.0442102,SBb2l,0.712046806,-2.525408082,-0.398877022,-0.238620055,-0.860948831,0.03,0.97,5.21738064,0.482,0.007,0.006137644,0.022559823,0.458723889,0.556440584,0.276214298,0.441138691,0.778196592,,0.510045951,,,0.03685316,,0.031418997,,,58.74671148,15.50818534,1.946972139,0.434709686,,,,,4.888625107,3.688924622,0.03934833,0.017252149,4.679525501,3.444201346,0.035249609,0.015063924,1.103213443,1.367678765,0.033955529,0.107519758,-0.0475374,-0.135303605,0.010166541,0.008006224,-0.372554904,-0.23970909,0.002120628,0.006148649,-0.228003153,-0.325179358,0.009820263,0.077747613,-1.195221991,-0.806114268,0.02979043,0.158676407,-2.531363453,-2.001858686,0.078208278,0.30289133
194.8062275,27.77460201,8931-6103,10.55787003,0.022767,Ser,0.691077149,,0.118248017,-0.901200586,-0.032653779,0.5,0.5,1.959130027,-1.346,0.398,-4.026633823,0.072496668,-3.881090037,-4.346197353,2.391564818,4.458299607,,,,,,,,,,,0.302241496,3.49185055,0.03348022,0.463899762,,,,,1.710506712,0.455126485,0.090445511,0.219103438,2.984791689,2.60053812,0.021400064,0.017179797,1.931608578,2.068981323,0.030534418,0.224470896,0.021908526,-0.092389134,0.047848107,0.066630574,-0.141008503,-0.171622675,0.02398335,0.043128661,-0.241431226,-0.039370724,0.316593099,0.275566114,,0.192642388,,0.111930888,-0.602206027,-0.270786277,0.316260675,0.236282883
237.109618,9.164538232,11960-3702,11.28838045,0.05556385,Ei,0.714402498,-0.711087627,0.098456806,8.93E-04,0.0833911,0,1,3.592123504,-1.736,0.615,-2.680124113,0.049564,-3.037584787,-2.093620193,2.144916117,2.23324438,,-1.06486807,,-1.06486807,,,0.418781653,,0.418781653,,0.899053786,0.893688994,0.016075539,0.015292852,,TRUE,,TRUE,3.092579356,3.029170895,0.140860482,0.089560249,4.145735594,3.603348478,0.033166626,0.016220378,1.991338214,1.902488201,0.038800366,0.05446408,0.205061699,0.051062978,,0.040139634,-0.108828221,0.027982941,0.0480052,0.029351499,0.052834385,0.133122752,0.064814591,0.156847573,-0.315986439,-0.332018763,0.052306666,0.119878208,-0.487645346,-0.604917836,0.217332159,0.323499324
117.9930134,15.71141038,10217-6103,10.72821092,0.0470016,SBc2m,0.736696989,-2.339662506,-0.556853173,-0.275012059,-0.581295086,0,1,4.688456535,0.568,0.136,0.266306305,0.045983606,1.485651187,1.000381557,0.157010902,0.978136544,1.040021191,,1.215790857,,,0.036252451,,0.05716542,,,37.77370175,11.15015322,1.097758492,0.408564297,,,,,4.793261625,3.911637068,0.027904616,0.025393842,4.209784655,3.471992381,0.026055109,0.017540445,1.30575193,1.44628161,0.042059538,0.061911321,-0.160118842,-0.147171468,0.006467348,0.01286095,-0.518225565,-0.261634043,0.004532797,0.014870075,-0.276800684,-0.32627776,0.022934006,0.072591506,-0.829255101,-0.610413066,0.051010467,0.114984804,-2.283535223,-1.613163856,0.189193012,0.379451688
44.74580393,-7.300341119,10222-1901,10.12498868,0.0300549,99,0.378808691,-0.732655756,0.364854537,-0.158385302,-0.220008844,0,1,2.868470382,-1.143,0.744,-2.380536728,0.060656512,-1.499697294,-3.572260668,1.860144446,2.53363183,,-1.44808899,,-1.217561435,,,0.124276438,,0.107604724,,1.237085824,1.676079138,0.032124183,0.09536476,,TRUE,,TRUE,2.85121991,1.547226154,0.093691398,0.156383633,3.227115704,2.762105543,0.02210515,0.01438542,1.779467445,1.687138619,0.072240805,0.217649431,-0.006154197,-0.411562791,0.020371702,0.039761497,0.362722472,0.015178253,0.025761104,0.046627037,-0.247493871,-0.126590713,0.139455756,0.233934318,-0.381585547,-0.120589637,0.180497883,0.264529549,-1.091315703,-0.784908122,0.191659405,0.170090012
203.1604558,43.82362265,8327-12701,10.85702283,0.053492,Ser,0.949,-1.539556824,-0.188154862,-0.326504114,-0.490154845,1,0,4.266496305,0.39,0.22,0.437770701,0.022079711,1.692013574,1.060195024,0.301643914,1.098089336,1.283665791,,1.26075556,,,0.027588273,,0.079929791,,,7.473366,8.745180606,0.162031829,0.178587544,,TRUE,,TRUE,4.60488502,3.977701633,0.018060322,0.036090631,3.946176427,3.492273455,0.012845144,0.018618097,1.641915111,1.467038578,0.044597966,0.10150701,0.051303692,-0.118084984,0.013377707,0.010764562,-0.174960194,-0.162312064,0.014246781,0.013707312,-0.324435146,-0.322700054,0.098905843,0.140947196,-0.678119616,-0.581673907,0.059518182,0.109217593,-1.936346899,-1.773824302,0.183912287,0.25670165
122.3635158,43.93491783,10213-9101,10.58086464,0.0229631,Sb2m,0.809632607,-2.145091215,-0.28544755,-0.285271618,-0.415241418,0.09,0.9,3.959973135,,,0.544856072,0.010612839,1.200715585,0.467836439,0.642488318,0.772258191,0.717031954,,1.120335776,,,0.01248104,,0.053388309,,,7.12107798,15.42185544,0.179196353,0.330337405,,,,,3.656287566,3.155025027,0.027406647,0.014042696,3.176686926,2.907320206,0.015413406,0.010622938,1.626626765,1.398525514,0.087846424,0.12405239,-0.127684233,-0.175453767,0.010098227,0.005704406,-0.273532372,-0.183354197,0.00875604,0.00591901,-0.2921572,-0.415574759,0.052311666,0.115643152,-0.59895218,-0.600749192,0.091416647,0.174005479,-1.908036504,-1.826472682,0.237977992,0.273080629
160.073916,5.359197585,10503-3704,10.82133348,0.0271463,99,0.675543646,,0.17563498,-0.094978935,,0.2,0.8,1.545144101,-0.12,0.255,-6.902430287,0.080065003,-7.870168642,-5.216692506,2.813284172,2.368887481,,,,,,,,,,,0.219900106,0.559557568,0.017435173,0.033220453,,,,,0.434297307,1.142298196,0.12128845,0.243327309,3.313712084,2.708327136,0.034575365,0.028878507,1.895934783,1.79173262,0.068420545,0.066522435,,0.156600491,,0.015990214,-0.274386788,-0.138844689,0.024376806,0.042638456,0.315529493,-0.149168378,0.669375618,0.109086616,0.038213367,,0.311822531,,-0.424690376,-0.48370771,0.336453543,0.196223501
201.2102142,52.93820501,11758-6102,10.43348818,0.030072605,Ec,0.899934989,-1.768546114,-0.592909009,-0.453912463,-0.662694937,0.41,0.59,3.710406088,-0.262,0.258,0.660013778,0.061295542,1.29976841,1.029685338,0.339950924,1.29516388,1.251466307,,,,,0.020010711,,,,,8.437386788,7.302551329,0.118868186,0.1623888,,TRUE,,TRUE,3.602746783,3.288665106,0.018236806,0.02192379,3.087035373,2.773131341,0.014604173,0.009376419,1.518894234,1.569876781,0.041592345,0.20876277,-0.076103643,-0.197586349,0.010010194,0.012452333,-0.544525324,-0.445329579,0.00858697,0.013496993,-0.457187387,-0.345246784,0.03124758,0.229743619,-0.829622769,-0.708171057,0.063458617,0.223644699,-2.014356026,-1.564826054,0.146078925,0.59234623
243.0633055,31.81872458,9866-3701,10.64795225,0.0493778,Ec,0.697590173,-1.160129599,0.330252233,-0.099680799,-0.070317863,0.25,0.75,4.819767121,-0.428,0.359,0.412365284,0.025423837,1.286375301,0.842787019,0.472410565,0.951263912,1.153673258,1.432849299,1.115764698,1.363770808,,0.095249483,0.063435941,0.093224379,0.066466387,,4.183104082,4.429113916,0.122078018,0.106306631,,TRUE,,TRUE,4.827741915,3.932153296,0.043572207,0.030136281,4.316913106,3.512897482,0.026164921,0.01877151,1.716929184,1.702998993,0.033019565,0.115759856,0.072210838,-0.069151628,0.012987728,0.011640219,0.287551181,0.113140869,0.015673229,0.010925884,-0.13451258,-0.272715947,0.073989257,0.141327003,-0.480017702,-0.484692603,0.052966052,0.120027197,-1.312167581,-1.456087498,0.225654466,0.305150696
198.4709461,34.12476653,12485-3703,11.04663896,0.037280295,Er,0.220444586,,0.291862479,0.02865252,0.064630531,0,1,3.336546088,-0.105,0.324,-3.01620446,0.059268695,-1.702556165,-3.637025376,1.446852537,2.862474626,,-1.270267287,,-1.270267287,,,0.150480075,,0.150480075,,1.121547798,0.644003206,0.026132318,0.018303989,,TRUE,,TRUE,3.296422487,2.035876495,0.062531677,0.085845419,3.875240713,3.20067518,0.026745005,0.012365562,1.898156067,1.86475136,0.039942876,0.057057231,0.049966942,0.009996055,0.016109085,0.024823756,0.010782849,0.005952995,0.014995081,0.02196666,-0.078326655,-0.018573624,0.200592212,0.172207613,-0.285276579,-0.269881063,0.107872561,0.20720308,-0.953679966,-0.394162649,0.275605936,0.242180752
194.6642113,49.99213332,11018-9101,11.21911703,0.036029298,Sb?t,0.847281848,,0.029574273,-0.100864481,-0.352309818,0.13,0.87,4.066303583,0,0.089,0.450470422,0.009199568,-1.193200445,0.766832473,1.147022121,0.792091355,0.633311267,,0.652197667,,,0.04041448,,0.072457244,,,1.056718207,4.029793224,0.044434823,0.087845483,,TRUE,,TRUE,3.210183552,3.389084313,0.035123477,0.011539865,3.603310686,3.077852856,0.024479795,0.010393773,1.922486304,1.712746957,0.053553909,0.100986994,0.255233035,-0.086371956,0.032269668,0.012446833,-0.137659491,-0.262370779,0.01469523,0.007606054,-0.129234336,-0.306658393,0.218578272,0.071790236,-0.628794394,-0.693138853,0.209907888,0.094181288,-0.740001109,-1.544784872,0.453781005,0.235158107
169.42303,47.0834,8946-12701,11.41921141,0.0531635,Er,0.658459685,,0.625216423,0.032868154,,0.2,0.8,2.339789017,-0.895,0.858,-4.702471892,0.075687587,-6.54990826,-5.528528732,1.491468187,2.287475123,,,,,,,,,,,0.25230041,0.389515486,0.009575967,0.015808546,,,,,1.670879533,1.45806169,0.10223565,0.139427319,4.028394899,3.556539176,0.046607757,0.033863278,1.948543778,1.90866625,0.020227874,0.046670025,0.374405619,0.090778858,0.060234753,0.065530427,-0.239200364,-0.100099948,0.04118943,0.041498514,0.10768376,0.042756269,0.093778597,0.32240274,-0.222734018,0.028748445,0.411715538,0.195027627,-0.332002029,-0.474265931,0.193245386,0.257769789
247.4276781,25.30393382,9892-3702,10.44549717,0.042697,Er,0.19870671,-0.809888473,0.067683091,-0.661311067,-0.277588193,0,1,3.362862395,-0.403,0.476,-1.669518183,0.071267862,-0.815259318,-1.601463235,0.86321374,1.595393443,,,,,,,,,,,1.602096522,2.486833274,0.025764533,0.082139796,,,,,3.377326729,2.610214871,0.052557334,0.054440405,3.622517507,3.063110184,0.021810787,0.01307582,1.673798261,1.540604034,0.030773273,0.110439942,0.050443793,-0.062657416,0.013190492,0.024832648,0.130268516,0.067310793,0.013293587,0.021211256,-0.425700297,-0.244890165,0.140979565,0.219514436,-0.439990974,-0.280932437,0.068960222,0.185738719,-1.219904837,-0.73865327,0.274543695,0.372946335
148.9795165,-0.190297943,10843-3701,10.06543715,0.020946944,Ser,0.870657354,-1.214283205,0.237477629,-0.304949135,-0.159576655,0.91,0.09,3.176670263,-0.364,0.125,-0.896803662,0.043308806,-0.517265055,-1.39248523,2.188529493,2.361128064,,-2.889564379,,-0.619094221,,,0.408496489,,0.39575101,,2.532770796,4.867155,0.066067654,0.172408686,,TRUE,,TRUE,2.790175989,2.35854155,0.066044689,0.074296956,2.866270379,2.526266331,0.020771582,0.013368698,1.585187112,1.575773852,0.09185567,0.296005933,0.0860231,-0.153667708,0.013404835,0.017950086,0.16113794,-0.044619013,0.015794013,0.016563447,-0.288604522,-0.461659542,0.187534754,0.21505849,-0.27634428,-0.29720179,0.160115724,0.290437226,-1.328454747,-0.875576079,0.320350808,0.348166766
130.7174014,25.64269743,10498-3701,10.90968366,0.0538089,Sc?t,0.61192215,-1.554138926,-0.478906012,-0.403003608,-0.807649653,0,1,4.119157378,0.395,0.083,0.581153929,0.02020462,0.902611931,0.91284331,0.290670299,0.227053952,0.833378423,,,,,0.020936011,,,,,5.341374444,10.23495356,0.132741825,0.113007496,,,,,4.042978994,3.799057184,0.025415837,0.012720375,3.67205524,3.4253128,0.018271455,0.010286245,1.609249556,1.458260648,0.033928287,0.04178719,-0.032493991,-0.220877879,0.03785945,0.015111234,-0.498230658,-0.67390996,0.01918249,0.011086502,-0.374705486,-0.423527904,0.026354211,0.034463174,-0.963740426,-0.896624143,0.047764162,0.062317903,-1.92274433,-2.020924378,0.148634636,0.133790699
210.3710461,37.64714892,8336-12701,11.05944009,0.0546177,Ser(u),0.799621752,-0.650343194,-0.10912746,-0.063372053,-0.164302691,0.85,0.15,3.329306421,0.012,0.449,-0.781298902,0.056173848,-1.807176863,-0.132465939,1.364784733,1.525234673,,,,0.621195039,,,,,0.281584287,,0.818213844,1.347565829,0.034622453,0.04875173,,TRUE,,TRUE,2.936549697,3.433343422,0.07269323,0.055877612,3.553508521,3.340142523,0.022005169,0.012917828,1.836360222,1.795753657,0.034493586,0.062801916,0.069938478,0.074676282,0.059794127,0.016596977,0.017376853,0.150892907,0.026426276,0.020447815,-0.102525635,-0.165394335,0.087050749,0.160564946,-0.554207504,-0.440212093,0.135402579,0.185565789,-0.753879841,-0.80466099,0.238052362,0.240280002
